date,open,high,low,close,volume,dividends,stock splits
2020-01-02 00:00:00-05:00,71.54588227171874,72.59888386623527,71.29229630932706,72.53850555419922,135480400,0.0,0.0
2020-01-03 00:00:00-05:00,71.76566667933918,72.59405542623057,71.60868452797844,71.83329010009766,146322800,0.0,0.0
2020-01-06 00:00:00-05:00,70.95418053006813,72.4443131708714,70.70300468370534,72.40567016601562,118387200,0.0,0.0
2020-01-07 00:00:00-05:00,72.41532954893665,72.67133299565539,71.84536183598526,72.06513977050781,108872000,0.0,0.0
2020-01-08 00:00:00-05:00,71.76808624589498,73.52630260685811,71.76808624589498,73.22441101074219,132079200,0.0,0.0
2020-01-09 00:00:00-05:00,74.20253438813242,74.97296230565743,73.9513658951312,74.77975463867188,170108400,0.0,0.0
2020-01-10 00:00:00-05:00,75.01402005997716,75.51395427727236,74.446462424671,74.94880676269531,140644800,0.0,0.0
2020-01-13 00:00:00-05:00,75.26520375211625,76.57661912211044,75.14685723047293,76.550048828125,121532000,0.0,0.0
2020-01-14 00:00:00-05:00,76.48726080979424,76.69737618985954,75.39320591637785,75.51637268066406,161954400,0.0,0.0
2020-01-15 00:00:00-05:00,75.31590787968373,76.19742976100052,74.76042298692015,75.19273376464844,121923600,0.0,0.0
2020-01-16 00:00:00-05:00,75.73615570871007,76.24575261001203,75.37388575466262,76.13465118408203,108829200,0.0,0.0
2020-01-17 00:00:00-05:00,76.38341102005822,76.97994918369933,76.07669177323754,76.9775390625,137816400,0.0,0.0
2020-01-21 00:00:00-05:00,76.6056010131108,77.04756709065205,76.31819960849738,76.45586395263672,110843200,0.0,0.0
2020-01-22 00:00:00-05:00,76.94130052804331,77.28183515069573,76.63458130371416,76.72877502441406,101832400,0.0,0.0
2020-01-23 00:00:00-05:00,76.78189247630218,77.17797035715289,76.23365270464286,77.09827423095703,104472000,0.0,0.0
2020-01-24 00:00:00-05:00,77.34461967692074,78.08847725706723,76.68528583944577,76.87608337402344,146537600,0.0,0.0
