date,open,high,low,close,volume,dividends,stock splits,returns,log_returns,price_range,price_change,is_up_day,volume_change,ma_5,ma_20,cumulative_returns,portfolio_value,year,month
2020-01-30 00:00:00-05:00,77.41465908040864,78.27202816821715,76.98234829996913,78.2188949584961,126743200,0.0,0.0,-0.0014491799408328232,-0.0014502310176723217,1.2896798682480153,0.8042358780874537,1,-0.41384789843369907,76.953857421875,75.36095695495605,0.9985508200591672,9985.508200591672,2020,1
2020-01-31 00:00:00-05:00,77.50885574859744,77.93150399168975,74.4561316996704,74.75077819824219,199588400,0.0,0.0,-0.04433860593522998,-0.04535161897975625,3.475372292019358,-2.758077550355253,0,0.5747464163757898,76.52879333496094,75.47156982421875,0.954276468742263,9542.76468742263,2020,1
2020-02-03 00:00:00-05:00,73.492499808615,75.7120077933663,72.99015534954077,74.54550170898438,173788400,0.0,0.0,-0.002746145180099857,-0.002749922754204545,2.721852443825526,1.053001900369381,1,-0.1292660294886877,76.51478729248046,75.60718040466308,0.9516558870171438,9516.558870171437,2020,2
2020-02-04 00:00:00-05:00,76.151548831137,77.19730542119127,75.74580830506335,77.00650787353516,136616400,0.0,0.0,0.033013476442324,0.03248023597914566,1.4514971161279249,0.8549590423981499,1,-0.21389229660897968,76.57081909179688,75.83722229003907,0.9830733562243832,9830.733562243831,2020,2
2020-02-05 00:00:00-05:00,78.1343951037058,78.43387666484607,77.03068471315635,77.63446807861328,118826800,0.0,0.0,0.008154638126291802,0.008121568722512589,1.4031919516897204,-0.49992702509251785,0,-0.13021569884728335,76.43123016357421,76.11568870544434,0.9910899636959922,9910.899636959923,2020,2
2020-02-06 00:00:00-05:00,77.90492749554984,78.54493610664728,77.34703250149894,78.54251861572266,105425600,0.0,0.0,0.011696486877321943,0.011628611729186035,1.1979036051483405,0.6375911201728144,1,-0.11277927201607718,76.49595489501954,76.38159408569337,1.002682234450608,10026.82234450608,2020,2
2020-02-07 00:00:00-05:00,78.04139587134095,78.29074458151754,76.98347942731122,77.47491455078125,117684000,0.1925,0.0,-0.013592689459893337,-0.013685915825213814,1.3072651542063198,-0.5664813205597028,0,0.11627536385849346,77.04078216552735,76.51635246276855,0.9890530862107688,9890.530862107687,2020,2
2020-02-10 00:00:00-05:00,76.05871954270658,77.8428955078125,75.97883426440146,77.8428955078125,109348800,0.0,0.0,0.00474967877234711,0.004738434638087358,1.8640612434110437,1.7841759651059164,1,-0.07082696033445501,77.70026092529297,76.66105690002442,0.9937507706590685,9937.507706590684,2020,2
2020-02-11 00:00:00-05:00,78.33916745517011,78.41179042644524,77.15536130814662,77.37323760986328,94323200,0.0,0.0,-0.006033407350605091,-0.006051681894991156,1.2564291182986125,-0.9659298453068317,0,-0.137409829828951,77.77360687255859,76.70221633911133,0.9877550674547045,9877.550674547045,2020,2
2020-02-12 00:00:00-05:00,77.82354276759801,79.21554005883662,77.82354276759801,79.21070098876953,113730400,0.0,0.0,0.0237480482356347,0.02347044969798627,1.39199729123861,1.3871582211715179,1,0.20575213733206676,78.08885345458984,76.88693275451661,1.0112123224416114,10112.123224416115,2020,2
2020-02-13 00:00:00-05:00,78.48200469564426,78.97343988034811,78.27865296968668,78.64662170410156,94747600,0.0,0.0,-0.007121251013142094,-0.007146728145894888,0.6947869106614348,0.16461700845729865,1,-0.16691051820797254,78.10967407226562,77.0596263885498,1.0040112256659224,10040.112256659224,2020,2
2020-02-14 00:00:00-05:00,78.61514926442095,78.91534147799902,78.15760972810558,78.6659927368164,80113600,0.0,0.0,0.00024630470190722953,0.000246274373883993,0.7577317498934377,0.0508434723954565,1,-0.1544524610649769,78.34788970947265,77.18619346618652,1.0042585183515715,10042.585183515715,2020,2
2020-02-18 00:00:00-05:00,76.34438007526671,77.40714314738784,76.16281523598434,77.22557830810547,152531200,0.0,0.0,-0.01831050977173787,-0.01848022202675539,1.2443279114035022,0.8811982328387558,1,0.9039364102973777,78.22442626953125,77.19859619140625,0.9858700329379441,9858.70032937944,2020,2
2020-02-19 00:00:00-05:00,77.46766524775612,78.57400211516978,77.46766524775612,78.3440170288086,93984000,0.0,0.0,0.014482749695196917,0.014378876388745014,1.1063368674136598,0.8763517810524775,1,-0.3838375361893174,78.41858215332032,77.29300460815429,1.0001481418569798,10001.481418569798,2020,2
2020-02-20 00:00:00-05:00,78.10435642626537,78.5933684199213,77.0343310134274,77.54029083251953,100566000,0.0,0.0,-0.010258935229138344,-0.010311920800363994,1.5590374064938999,-0.5640655937458376,0,0.07003319713993861,78.08450012207031,77.33358001708984,0.989887686850126,9898.87686850126,2020,2
2020-02-21 00:00:00-05:00,77.13359500928858,77.57661741601534,75.16785392447004,75.78517150878906,129554000,0.0,0.0,-0.022634933463447804,-0.022895035999719697,2.408763491545301,-1.3484235004995213,0,0.2882485134140764,77.51221008300782,77.26792411804199,0.9674816449219871,9674.81644921987,2020,2
2020-02-24 00:00:00-05:00,71.96261025745015,73.63784411599852,70.01865663591204,72.1853256225586,222195200,0.0,0.0,-0.04750066292075339,-0.0486658679613168,3.619187480086481,0.22271536510844214,1,0.7150778825817805,76.21607666015625,77.0333854675293,0.9215256254245318,9215.256254245318,2020,2
2020-02-25 00:00:00-05:00,72.8559159017165,73.23840922009403,69.26819314550896,69.7402572631836,230673600,0.0,0.0,-0.03387209710959438,-0.03445904888588785,3.9702160745850676,-3.1156586385329064,0,0.038157439944697336,74.71901245117188,76.78962173461915,0.8903116199511724,8903.116199511724,2020,2
