date,open,high,low,close,volume,dividends,stock splits,returns,log_returns,price_range,price_change,is_up_day,volume_change,ma_5,ma_20,sma_10,sma_20,sma_50,ema_12,ema_26,rsi,macd,macd_signal,macd_histogram,bb_upper,bb_middle,bb_lower,bb_width,atr,stoch_k,stoch_d,obv,vwap,adx,macd_crossover,macd_crossunder,rsi_signal,macd_signal_flag,bb_signal,combined_signal
2020-01-30 05:00:00,77.41465908040864,78.27202816821715,76.98234829996913,78.2188949584961,126743200,0.0,0.0,-0.0014492771973472207,-0.0014503284153381992,1.2896798682480153,0.8042358780874537,1,-0.41384789843369907,76.95385284423828,75.36095504760742,,,,78.2188949584961,78.2188949584961,,0.0,0.0,0.0,,,,,,,,0.0,77.82442380889411,,0,0,0,-1,0,-1
2020-01-31 05:00:00,77.50885574859744,77.93150399168975,74.4561316996704,74.75077819824219,199588400,0.0,0.0,-0.04433860593522998,-0.04535161897975625,3.475372292019358,-2.758077550355253,0,0.5747464163757898,76.52879180908204,75.47156867980956,,,,77.68533853384164,77.96199742069952,,-0.27665888685787365,-0.055331777371574735,-0.2213271094862989,,,,,,,,-199588400.0,76.53293167833965,,0,-1,0,-1,0,-1
2020-02-03 05:00:00,73.49249228699044,75.71200004458515,72.99014787932889,74.54549407958984,173788400,0.0,0.0,-0.002746247244515887,-0.0027500250996813354,2.7218521652562657,1.053001792599403,1,-0.1292660294886877,76.51478576660156,75.60717887878418,,,,77.20228554087983,77.70892309913583,,-0.5066375582560028,-0.14559293354846037,-0.3610446247075424,,,,,,,,-373376800.0,75.79727042137323,,0,0,0,-1,0,-1
2020-02-04 05:00:00,76.15157900989598,77.1973360143822,75.74583832302788,77.00653839111328,136616400,0.0,0.0,0.03301399154851481,0.032480734623233205,1.4514976913543194,0.8549593812172986,1,-0.21389229660897968,76.5708251953125,75.83722229003907,,,,77.17217059476191,77.65689460224527,,-0.48472400748336497,-0.2134191483354413,-0.2713048591479237,,,,,,,,-236760400.0,75.98020917468965,,0,0,0,-1,0,-1
2020-02-05 05:00:00,78.13435671108577,78.43383812507085,77.03064686286258,77.63442993164062,118826800,0.0,0.0,0.008153743222923504,0.0081206810573354,1.4031912622082672,-0.49992677944514696,0,-0.13021569884728335,76.43122711181641,76.11568679809571,,,,77.24328741582018,77.65523055257086,,-0.4119431367506792,-0.25312394601848887,-0.1588191907321903,,,,,,,,-117933600.0,76.25062237316561,,0,0,0,-1,0,-1
2020-02-06 05:00:00,77.90493506301061,78.54494373627665,77.34704001476739,78.54252624511719,105425600,0.0,0.0,0.011697082264610748,0.011629200232873982,1.1979037215092632,0.6375911821065756,1,-0.11277927201607718,76.49595336914062,76.38159255981445,,,,77.4431703126351,77.72095615942614,,-0.27778584679103346,-0.2580563261729978,-0.01972952061803568,,,,,,,,-12508000.0,76.48256346030406,,0,0,0,-1,0,-1
2020-02-07 05:00:00,78.04141124169928,78.29076000098544,76.98349458931148,77.47492980957031,117684000,0.1925,0.0,-0.01359259100242205,-0.013685816011003882,1.307265411673967,-0.5664814321289668,0,0.11627536385849346,77.04078369140625,76.51635131835937,,,,77.44805638908667,77.70273198536275,,-0.2546755962760727,-0.25738018019361275,0.0027045839175400266,,,,,,,,-130192000.0,76.61489676656899,,1,0,0,1,0,1
2020-02-10 05:00:00,76.05874190628808,77.8429183959961,75.97885660449424,77.8429183959961,109348800,0.0,0.0,0.004749776312547471,0.004738531717188439,1.8640617915018538,1.7841764897080168,1,-0.07082696033445501,77.7002685546875,76.66105690002442,,,,77.50880439014966,77.71311616392818,,-0.20431177377851384,-0.246766498910593,0.04245472513207915,,,,,,,,-20843200.0,76.67586833632126,,0,0,0,1,0,1
2020-02-11 05:00:00,78.33919062909048,78.4118136218486,77.15538413187909,77.37326049804688,94323200,0.0,0.0,-0.006033405576599926,-0.0060516801102177276,1.2564294899695057,-0.9659301310436064,0,-0.137409829828951,77.77361297607422,76.70221748352051,,,,77.4879514836723,77.6879416701592,,-0.19999018648690026,-0.23741123642585446,0.037421049938954204,,,,,,,,-115166400.0,76.75332730852415,,0,0,0,1,0,1
2020-02-12 05:00:00,77.8235277760248,79.21552479911539,77.8235277760248,79.21068572998047,113730400,0.0,0.0,0.023747548185331757,0.02346996124731139,1.3919970230905818,1.3871579539556649,1,0.20575213733206676,78.08886413574218,76.88693313598633,77.26004562377929,,,77.75298752156586,77.80073752644226,,-0.04775000487640568,-0.1994789901159647,0.15172898523955902,,,,,,,,-1436000.0,76.92852737637735,,0,0,0,1,0,1
